2026-07-29 19:19:51,432 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-07-29 19:19:51,497 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-07-29 19:19:51,498 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-07-29 19:19:51,499 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-07-29 19:19:51,502 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-07-29 19:19:51,503 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-07-29 19:19:51,504 INFO  SwAddin.cs: 201 - Setting up command manager
2026-07-29 19:19:51,505 INFO  SwAddin.cs: 204 - Adding command manager
2026-07-29 19:19:51,510 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-07-29 19:19:51,511 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-07-29 19:19:51,512 INFO  SwAddin.cs: 210 - Adding event handlers
2026-07-29 19:19:51,516 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-07-29 19:23:39,956 INFO  SwAddin.cs: 294 - Assembly export called for file cr5.SLDASM
2026-07-29 19:23:39,958 INFO  SwAddin.cs: 299 - Save is required
2026-07-29 19:23:39,959 INFO  SwAddin.cs: 313 - Saving assembly
2026-07-29 19:23:40,857 INFO  SwAddin.cs: 316 - Opening property manager
2026-07-29 19:23:40,876 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cr5.SLDASM
2026-07-29 19:23:40,883 INFO  ExportHelperExtension.cs: 1136 - Found 42 in cr5.SLDASM
2026-07-29 19:23:40,884 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in cr5.SLDASM
2026-07-29 19:23:40,885 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-29 19:23:40,887 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-07-29 19:23:40,888 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DOBOT CR5Model.stp-1
2026-07-29 19:23:40,889 INFO  ExportHelperExtension.cs: 1136 - Found 32 in DOBOT CR5Model.stp-1
2026-07-29 19:23:40,889 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DOBOT CR5Model.stp-1
2026-07-29 19:23:40,890 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cr5.SLDASM
2026-07-29 19:23:40,890 INFO  ExportHelperExtension.cs: 1136 - Found 42 in cr5.SLDASM
2026-07-29 19:23:40,891 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in cr5.SLDASM
2026-07-29 19:23:40,891 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-29 19:23:40,892 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-07-29 19:23:40,892 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DOBOT CR5Model.stp-1
2026-07-29 19:23:40,893 INFO  ExportHelperExtension.cs: 1136 - Found 32 in DOBOT CR5Model.stp-1
2026-07-29 19:23:40,894 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DOBOT CR5Model.stp-1
2026-07-29 19:23:41,389 INFO  SwAddin.cs: 339 - Loading config tree
2026-07-29 19:23:41,395 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-07-29 19:23:41,401 INFO  SwAddin.cs: 344 - Showing property manager
2026-07-29 19:23:53,594 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:24:09,122 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2026-07-29 19:24:09,217 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:24:31,644 INFO  SwAddin.cs: 294 - Assembly export called for file cr5.SLDASM
2026-07-29 19:24:31,645 INFO  SwAddin.cs: 299 - Save is required
2026-07-29 19:24:31,645 INFO  SwAddin.cs: 313 - Saving assembly
2026-07-29 19:24:32,417 INFO  SwAddin.cs: 316 - Opening property manager
2026-07-29 19:24:32,418 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cr5.SLDASM
2026-07-29 19:24:32,419 INFO  ExportHelperExtension.cs: 1136 - Found 42 in cr5.SLDASM
2026-07-29 19:24:32,420 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in cr5.SLDASM
2026-07-29 19:24:32,420 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-29 19:24:32,420 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-07-29 19:24:32,421 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DOBOT CR5Model.stp-1
2026-07-29 19:24:32,422 INFO  ExportHelperExtension.cs: 1136 - Found 32 in DOBOT CR5Model.stp-1
2026-07-29 19:24:32,422 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DOBOT CR5Model.stp-1
2026-07-29 19:24:32,423 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cr5.SLDASM
2026-07-29 19:24:32,423 INFO  ExportHelperExtension.cs: 1136 - Found 42 in cr5.SLDASM
2026-07-29 19:24:32,424 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in cr5.SLDASM
2026-07-29 19:24:32,424 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-29 19:24:32,425 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-07-29 19:24:32,425 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DOBOT CR5Model.stp-1
2026-07-29 19:24:32,426 INFO  ExportHelperExtension.cs: 1136 - Found 32 in DOBOT CR5Model.stp-1
2026-07-29 19:24:32,426 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DOBOT CR5Model.stp-1
2026-07-29 19:24:32,530 INFO  SwAddin.cs: 339 - Loading config tree
2026-07-29 19:24:32,531 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-07-29 19:24:32,538 INFO  SwAddin.cs: 344 - Showing property manager
2026-07-29 19:24:37,466 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:24:44,363 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:24:46,121 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:25:08,067 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:25:11,949 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:25:15,355 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:25:41,437 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-29 19:26:11,369 INFO  SwAddin.cs: 294 - Assembly export called for file cr5.SLDASM
2026-07-29 19:26:15,120 INFO  SwAddin.cs: 313 - Saving assembly
2026-07-29 19:26:15,722 INFO  SwAddin.cs: 316 - Opening property manager
2026-07-29 19:26:15,724 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from cr5.SLDASM
2026-07-29 19:26:15,724 INFO  ExportHelperExtension.cs: 1136 - Found 42 in cr5.SLDASM
2026-07-29 19:26:15,725 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in cr5.SLDASM
2026-07-29 19:26:15,725 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-29 19:26:15,726 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-07-29 19:26:15,726 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from DOBOT CR5Model.stp-1
2026-07-29 19:26:15,727 INFO  ExportHelperExtension.cs: 1136 - Found 32 in DOBOT CR5Model.stp-1
2026-07-29 19:26:15,728 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in DOBOT CR5Model.stp-1
2026-07-29 19:26:15,728 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from cr5.SLDASM
2026-07-29 19:26:15,729 INFO  ExportHelperExtension.cs: 1136 - Found 42 in cr5.SLDASM
2026-07-29 19:26:15,729 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in cr5.SLDASM
2026-07-29 19:26:15,730 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-29 19:26:15,730 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2026-07-29 19:26:15,731 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from DOBOT CR5Model.stp-1
2026-07-29 19:26:15,731 INFO  ExportHelperExtension.cs: 1136 - Found 32 in DOBOT CR5Model.stp-1
2026-07-29 19:26:15,732 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in DOBOT CR5Model.stp-1
2026-07-29 19:26:15,843 INFO  SwAddin.cs: 339 - Loading config tree
2026-07-29 19:26:15,845 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-07-29 19:26:15,855 INFO  SwAddin.cs: 344 - Showing property manager
2026-07-29 19:26:19,877 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
